Customer_ID,Acquisition_Date,Last_Activity_Date,Tenure_Days,Industry,Segment,Country,Company_Size_Employees,MRR,ARR,LTV,Churn_Probability,Health_Score,Churned,Churn_Date,NPS_Score,CSAT_Score,Support_Tickets,Avg_Resolution_Hours,Logins_Last_30d,Features_Used,API_Calls_Monthly,Storage_GB,Plan,Payment_Method,Expansion_Revenue,Upsell_Probability,Referrals_Made,Contract_Value,Renewal_Date
CUST-10563,2023-08-30,2023-09-05,6,Technology,Startup,India,15299,1521.83,18261.97,63334.44,0.384,75.1,0,,-19,4.3,2,52.8,57,1,257058,2041.0,Starter,ACH,4049.45,0.268,3,54785.91,2024-08-29
CUST-10564,2022-05-05,2022-10-30,178,Technology,Mid-Market,Mexico,18222,546.7,6560.39,19208.19,0.262,72.8,0,,91,1.3,17,48.4,1,19,807569,2166.3,Starter,Wire,2981.88,0.868,9,19681.18,2023-05-05
CUST-10565,2022-10-04,2023-07-11,280,Manufacturing,Startup,India,868,3431.69,41180.28,42621.51,0.227,85.3,0,,-24,2.3,2,33.9,45,13,788311,3456.5,Enterprise,Credit Card,2865.18,0.498,10,41180.28,2023-10-04
CUST-10566,2023-05-30,2025-04-23,694,Finance,Enterprise,France,76,285.5,3426.02,5751.39,0.145,81.0,0,,-57,3.9,16,20.2,83,2,840361,1166.3,Starter,ACH,4556.74,0.6,2,6852.03,2024-05-29
CUST-10567,2024-12-02,2025-09-16,288,Technology,Mid-Market,Japan,6320,6143.19,73718.27,261590.41,0.042,98.5,0,,44,4.0,42,33.6,36,18,458003,2301.4,Enterprise,Credit Card,3281.53,0.067,6,147436.54,2025-12-02
CUST-10568,2024-12-06,2025-05-18,163,Media,SMB,India,18122,2093.52,25122.23,56600.66,0.285,74.6,0,,-73,3.3,10,18.4,28,6,934805,2146.8,Enterprise,Wire,3582.16,0.757,2,75366.69,2025-12-06
CUST-10569,2024-05-10,2025-09-15,493,Technology,Mid-Market,France,26406,2995.1,35941.22,82924.96,0.378,78.0,0,,-54,4.4,13,47.7,82,3,389577,461.4,Starter,Wire,2704.41,0.15,2,107823.67,2025-05-10
CUST-10570,2024-01-11,2024-12-25,349,Finance,Startup,Japan,8755,5673.95,68087.42,132778.51,0.025,95.1,0,,17,3.9,14,47.4,15,15,655017,2512.9,Starter,Invoice,4419.52,0.228,10,5673.95,2025-01-10
CUST-10571,2022-03-15,2024-03-10,726,Technology,Startup,India,18392,8143.26,97719.11,309787.73,0,100,0,,19,4.9,37,23.9,33,3,657582,3955.3,Custom,Wire,1569.8,0.203,8,8143.26,2023-03-15
CUST-10572,2022-03-23,2023-06-30,464,Logistics,SMB,Mexico,3811,7513.57,90162.9,191117.5,0.28,80.3,0,,42,3.3,23,37.2,77,13,175791,2024.9,Professional,ACH,2752.47,0.443,3,7513.57,2023-03-23
CUST-10573,2022-11-15,2022-12-03,18,Finance,Enterprise,UK,41397,6882.95,82595.44,156524.8,0.421,71.8,0,,70,3.4,40,61.3,11,18,921167,4036.4,Starter,Invoice,4641.99,0.647,8,247786.33,2023-11-15
CUST-10574,2022-07-21,2023-12-27,524,Media,Enterprise,France,46880,7692.46,92309.51,309622.5,0.32,76.0,0,,94,4.4,38,3.6,15,2,476768,2930.7,Professional,Wire,3896.68,0.589,2,276928.53,2023-07-21
CUST-10575,2023-04-19,2023-12-05,230,Logistics,SMB,USA,15904,2820.52,33846.23,100609.3,0.154,79.4,0,,82,2.3,26,35.8,58,17,644018,2068.8,Professional,Invoice,1691.6,0.691,0,101538.7,2024-04-18
CUST-10576,2024-06-24,2025-02-21,242,Healthcare,Mid-Market,Canada,21584,7422.38,89068.53,283308.95,0.329,67.5,0,,-13,3.5,43,60.9,40,15,708962,4525.3,Enterprise,Invoice,3218.54,0.525,9,89068.53,2025-06-24
CUST-10577,2024-11-23,2025-08-31,281,Healthcare,Mid-Market,UK,20410,7136.99,85643.91,126799.96,0.327,75.2,0,,-84,2.2,30,68.5,83,4,789098,761.9,Professional,ACH,4254.16,0.198,8,256931.73,2025-11-23
CUST-10578,2022-08-22,2023-07-21,333,Technology,Enterprise,Mexico,41873,6314.07,75768.88,142248.79,0.326,71.4,0,,12,4.5,28,44.9,68,2,916151,4412.4,Professional,ACH,4021.48,0.628,5,227306.65,2023-08-22
CUST-10579,2024-11-15,2025-09-10,299,Media,Mid-Market,France,19545,2706.71,32480.47,127230.64,0.153,85.9,0,,-95,1.3,13,67.6,78,11,503070,1093.1,Custom,Invoice,4343.02,0.355,7,64960.93,2025-11-15
CUST-10580,2024-07-16,2026-07-10,724,Retail,Startup,UK,33365,9177.27,110127.18,286877.99,0.036,94.4,0,,0,4.8,49,53.8,90,2,143345,2824.7,Starter,ACH,2796.05,0.922,10,220254.37,2025-07-16
CUST-10581,2022-12-02,2023-07-23,233,Healthcare,SMB,India,22743,2342.73,28112.73,43583.18,0.031,100,0,,60,4.0,34,18.6,55,13,25130,4733.7,Professional,ACH,1458.18,0.384,7,56225.46,2023-12-02
CUST-10582,2024-03-07,2024-09-04,181,Healthcare,SMB,Australia,17551,7297.84,87574.07,149648.24,0.212,79.6,0,,89,4.7,39,9.2,8,15,3080,1683.4,Professional,Invoice,384.61,0.664,6,7297.84,2025-03-07
CUST-10583,2023-08-11,2023-11-21,102,Technology,Startup,Mexico,16726,2355.47,28265.68,89636.93,0.386,62.8,0,,43,1.8,31,58.6,36,1,771693,4981.1,Professional,Wire,1443.08,0.637,3,28265.68,2024-08-10
CUST-10584,2022-02-28,2022-08-03,156,Media,Enterprise,Germany,7644,4304.05,51648.58,179974.36,0.152,97.3,0,,42,4.6,26,27.8,58,4,628918,3731.3,Custom,Wire,2177.54,0.078,2,103297.16,2023-02-28
CUST-10585,2024-03-18,2024-11-20,247,Finance,Mid-Market,Japan,17612,2850.06,34200.72,114215.94,0.296,75.1,0,,57,3.4,2,6.1,26,15,443942,2768.6,Custom,Wire,1790.42,0.74,1,102602.16,2025-03-18
CUST-10586,2024-07-15,2026-04-06,630,Manufacturing,Enterprise,Brazil,1768,813.45,9761.42,9995.89,0.03,100,0,,57,1.7,15,56.2,44,3,480165,1520.2,Custom,ACH,2171.4,0.307,6,813.45,2025-07-15
CUST-10587,2022-08-14,2024-02-28,563,Media,SMB,Mexico,41535,3897.93,46775.14,103544.1,0.167,89.2,0,,-15,2.4,48,12.2,23,16,718598,2193.4,Enterprise,Credit Card,1493.15,0.045,3,93550.27,2023-08-14
CUST-10588,2022-01-06,2022-07-09,184,Manufacturing,Mid-Market,Brazil,44788,7454.22,89450.59,149456.64,0.422,69.4,0,,-35,4.5,25,35.2,23,18,954838,2679.7,Starter,ACH,2344.11,0.241,3,7454.22,2023-01-06
CUST-10589,2023-06-02,2024-06-06,370,Manufacturing,Startup,Mexico,12979,2831.33,33976.01,103941.19,0.166,82.2,0,,-62,2.4,7,19.5,75,15,551533,2585.3,Enterprise,Invoice,317.64,0.875,0,67952.01,2024-06-01
CUST-10590,2022-01-29,2023-09-19,598,Retail,Enterprise,USA,45773,3289.08,39469.0,53421.72,0,100,0,,35,4.2,32,4.7,12,18,503760,4825.1,Starter,ACH,1030.65,0.084,1,3289.08,2023-01-29
CUST-10591,2023-05-28,2024-01-18,235,Logistics,Enterprise,India,5091,4387.03,52644.34,124873.02,0.276,80.0,0,,40,2.8,2,44.7,51,17,335631,2116.2,Professional,ACH,3804.93,0.839,6,4387.03,2024-05-27
CUST-10592,2022-10-20,2024-01-02,439,Education,Enterprise,Brazil,11749,8236.48,98837.82,276539.31,0.176,95.0,0,,80,4.0,0,29.7,6,6,204721,271.1,Custom,ACH,4884.03,0.691,5,8236.48,2023-10-20
CUST-10593,2023-10-31,2024-03-21,142,Media,Enterprise,France,31488,1764.18,21170.12,65482.39,0.437,70.0,0,,-91,1.4,4,19.2,75,19,148549,95.5,Custom,Wire,4464.18,0.206,8,21170.12,2024-10-30
CUST-10594,2022-09-21,2023-02-07,139,Finance,Mid-Market,Germany,3097,8542.52,102510.21,150952.82,0.379,70.6,0,,-5,2.5,41,3.0,84,20,794305,231.8,Starter,Credit Card,3790.82,0.256,4,102510.21,2023-09-21
CUST-10595,2023-04-03,2024-11-13,590,Healthcare,Startup,Japan,10380,1099.18,13190.22,17112.82,0.137,91.9,0,,-38,3.9,16,24.8,52,10,349444,631.2,Enterprise,Invoice,2502.99,0.298,4,39570.65,2024-04-02
CUST-10596,2024-05-26,2024-06-01,6,Technology,Mid-Market,Mexico,23375,1814.3,21771.6,55360.27,0.288,78.3,0,,-37,2.7,29,46.2,60,8,290170,3309.4,Enterprise,Invoice,3109.15,0.83,5,65314.81,2025-05-26
CUST-10597,2022-07-08,2023-06-16,343,Healthcare,SMB,Brazil,31981,6913.74,82964.91,331069.48,0.31,74.6,0,,95,4.6,10,27.3,31,17,63521,3097.9,Custom,Wire,1500.73,0.267,5,82964.91,2023-07-08
CUST-10598,2023-05-26,2024-07-14,415,Media,SMB,France,47169,8504.06,102048.73,300318.4,0.29,85.4,0,,-19,3.7,21,15.8,74,14,133464,3809.4,Enterprise,Invoice,770.48,0.203,6,306146.18,2024-05-25
CUST-10599,2022-11-05,2023-09-06,305,Retail,Startup,India,14724,1121.25,13455.02,29088.06,0.286,81.7,0,,-18,2.1,42,21.3,70,11,524509,3745.4,Professional,Credit Card,2064.79,0.101,8,13455.02,2023-11-05
