Date,Week,Month,Quarter,Year,Channel,Channel_Type,Campaign,Campaign_Objective,Target_Audience,Impressions,Reach,Clicks,CTR_Pct,CPC,Spend,Leads,CPL,MQLs,SQLs,Opportunities,Deals_Closed,Revenue_Attributed,ROI_Pct,ROAS,Conversion_Rate_Pct,Avg_Order_Value,Bounce_Rate_Pct,Time_On_Page_Sec,Video_Views,Email_Open_Rate_Pct,Email_CTR_Pct,Unsubscribes,Social_Shares,Comments,Brand_Mentions,Attribution_Model
2023-10-12,41,October,Q4,2023,YouTube,Earned,Retargeting Wave,Brand,CTO,3550317,3191356,82767,2.33,12.92,1069442.63,8941,119.61,2565,580,163,49,3113698.06,191.2,2.91,10.8,19102.44,29.7,266,28226,0,0,0,3538,374,785,Linear
2023-06-16,24,June,Q2,2023,Twitter/X,Earned,ABM Enterprise,Brand,Enterprise VP,222014,135701,1555,0.7,12.3,19132.04,106,180.49,42,8,2,0,12615.77,-34.1,0.66,6.86,6307.89,24.1,176,4989,0,0,0,620,361,258,First Touch
2022-06-28,26,June,Q2,2022,Trade Show,Earned,Retargeting Wave,Lead Gen,Developer,383027,237196,5785,1.51,4.3,24852.15,326,76.23,120,43,11,3,143108.07,475.8,5.76,5.65,13009.82,54.4,31,3434,0,0,0,1051,492,21,Linear
2023-01-20,3,January,Q1,2023,Twitter/X,Earned,Brand Awareness Q1,Brand,CFO,2613110,2229078,143255,5.48,4.21,603001.25,12845,46.94,4145,990,111,11,837367.69,38.9,1.39,8.97,7543.85,20.7,319,1810,0,0,0,1632,62,240,Linear
2024-01-21,3,January,Q1,2024,Content,Owned,Retargeting Wave,Upsell,CFO,3819620,2776783,182737,4.78,2.43,444195.43,16315,27.23,8221,4106,1253,556,3751622.98,744.6,8.45,8.93,2994.11,61.5,153,1394,0,0,0,4006,193,813,First Touch
2024-12-06,49,December,Q4,2024,YouTube,Earned,Holiday Push,Conversion,Developer,4692767,2905152,354636,7.56,8.54,3027732.07,31450,96.27,17690,7906,1955,586,19128422.22,531.8,6.32,8.87,9784.36,47.9,98,67524,0,0,0,1745,310,549,First Touch
2024-12-27,52,December,Q4,2024,YouTube,Earned,Summer Sale,Upsell,CFO,1873391,1303365,95738,5.11,9.83,940791.88,9381,100.29,2032,715,119,47,697430.38,-25.9,0.74,9.8,5860.76,44.6,542,423880,0,0,0,692,330,754,Time Decay
2023-04-03,14,April,Q2,2023,SEO,Owned,Brand Awareness Q1,Lead Gen,Enterprise VP,952848,752849,43251,4.54,13.53,585316.26,578,1012.66,337,125,27,3,177609.22,-69.7,0.3,1.34,6578.12,72.6,346,8355,0,0,0,2715,317,197,Data-Driven
2022-08-06,31,August,Q3,2022,Podcast,Earned,Retargeting Wave,Upsell,CMO,2729724,2004757,62461,2.29,6.17,385622.69,1587,242.99,547,155,29,10,122631.22,-68.2,0.32,2.54,4228.66,39.0,51,6726,0,0,0,1866,264,321,Time Decay
2024-07-23,30,July,Q3,2024,Google Ads,Paid,Product Launch,Brand,Enterprise VP,1177691,1022940,92194,7.83,11.21,1033843.47,10693,96.68,2458,753,178,43,2368510.81,129.1,2.29,11.6,13306.24,58.9,364,3588,0,0,0,2618,136,289,First Touch
2024-07-10,28,July,Q3,2024,Podcast,Earned,Product Launch,Lead Gen,Developer,4979483,3145817,277928,5.58,7.11,1976755.01,24135,81.9,9686,3464,1356,637,16221071.24,720.6,8.21,8.68,11962.44,64.4,486,2291,0,0,0,74,473,283,First Touch
2023-09-28,39,September,Q3,2023,Trade Show,Earned,Brand Awareness Q1,Conversion,CTO,571852,504821,45197,7.9,11.84,535278.08,1918,279.08,464,154,46,5,505061.13,-5.6,0.94,4.25,10979.59,61.6,338,9043,0,0,0,3502,209,495,First Touch
2024-12-04,49,December,Q4,2024,Webinar,Earned,Nurture Series,Upsell,SMB Owner,2157813,1562965,164700,7.63,2.66,438028.83,9498,46.12,4823,1399,537,71,5478753.09,1150.8,12.51,5.77,10202.52,68.3,140,8226,0,0,0,3794,238,797,First Touch
2023-04-18,16,April,Q2,2023,Email,Owned,Product Launch,Conversion,Developer,1318264,939740,38852,2.95,11.76,456903.11,3349,136.43,1553,415,135,36,1287876.53,181.9,2.82,8.62,9539.83,51.8,514,4200,34.0,12.4,15,1751,327,794,First Touch
2023-06-19,25,June,Q2,2023,Email,Owned,Nurture Series,Retention,Developer,4307932,3326081,339016,7.87,12.14,4115852.83,19884,206.99,8707,3676,1397,298,16319202.1,296.5,3.96,5.87,11681.6,21.3,560,1985,14.2,14.1,49,484,47,523,Time Decay
2023-08-14,33,August,Q3,2023,Email,Owned,Product Launch,Retention,CFO,1141006,888162,26881,2.36,12.3,330744.84,2996,110.4,1425,633,81,37,1283790.13,288.2,3.88,11.15,15849.26,48.5,42,4026,20.8,13.6,117,2218,101,746,Last Touch
2023-12-27,52,December,Q4,2023,Webinar,Earned,Product Launch,Lead Gen,CTO,3935224,2447362,107043,2.72,14.6,1562969.21,10418,150.03,5342,1598,341,80,2266438.51,45.0,1.45,9.73,6646.45,26.6,88,1860,0,0,0,4848,428,942,First Touch
2022-10-09,40,October,Q4,2022,Google Ads,Paid,Product Launch,Lead Gen,CTO,3181799,2842400,18672,0.59,1.99,37076.63,1700,21.81,781,203,68,15,511997.6,1280.9,13.81,9.11,7529.38,29.8,454,7171,0,0,0,2001,383,772,Linear
2023-02-14,7,February,Q1,2023,Podcast,Earned,Lead Magnet,Upsell,Enterprise VP,2228294,1745495,123075,5.52,5.08,625400.98,6976,89.65,1740,561,218,45,1438160.57,130.0,2.3,5.67,6597.07,28.5,107,8748,0,0,0,2254,435,846,Linear
2023-10-07,40,October,Q4,2023,Email,Owned,ABM Enterprise,Brand,SMB Owner,3680145,2325630,229049,6.22,14.95,3424973.91,10270,333.49,6043,1936,267,117,3471676.89,1.4,1.01,4.48,13002.54,54.8,338,514,17.3,3.7,49,2845,284,379,Data-Driven
2023-04-17,16,April,Q2,2023,Content,Owned,Brand Awareness Q1,Conversion,CTO,4289055,3765006,39447,0.92,3.49,137697.08,3300,41.73,1891,567,166,49,1727342.31,1154.5,12.54,8.37,10405.68,22.7,529,8330,0,0,0,721,299,702,Time Decay
2023-03-10,10,March,Q1,2023,Content,Owned,Holiday Push,Conversion,CFO,2175721,1813640,139522,6.41,12.43,1733622.24,15393,112.62,5283,1501,465,97,4696798.85,170.9,2.71,11.03,10100.64,43.4,271,555,0,0,0,2507,218,289,First Touch
2022-04-10,14,April,Q2,2022,Webinar,Earned,Holiday Push,Conversion,Developer,74057,52543,2517,3.4,8.22,20677.29,166,124.56,42,12,2,0,38451.0,86.0,1.86,6.62,19225.5,47.8,253,9215,0,0,0,2880,462,667,Linear
2024-02-17,7,February,Q1,2024,Google Ads,Paid,ABM Enterprise,Lead Gen,SMB Owner,4889961,3572210,61372,1.26,2.26,138615.38,6594,21.02,1989,676,241,33,1310794.88,845.6,9.46,10.75,5438.98,46.0,247,2315,0,0,0,2071,239,31,Time Decay
2022-10-21,42,October,Q4,2022,Webinar,Earned,Brand Awareness Q1,Lead Gen,CMO,1142487,812902,36608,3.2,14.1,516249.68,3563,144.89,1719,496,68,24,556764.71,7.8,1.08,9.73,8187.72,33.9,324,4039,0,0,0,4894,260,956,Data-Driven
2023-06-14,24,June,Q2,2023,SEO,Owned,Nurture Series,Upsell,IT Manager,1297499,1061059,51244,3.95,8.81,451536.78,1387,325.55,790,259,87,20,890690.48,97.3,1.97,2.71,10237.82,67.9,382,5800,0,0,0,3738,375,519,First Touch
2022-12-21,51,December,Q4,2022,Trade Show,Earned,Summer Sale,Upsell,CMO,1620384,1036748,96289,5.94,7.65,736482.49,10220,72.06,4828,2215,753,118,6829147.68,827.3,9.27,10.61,9069.25,61.0,44,2644,0,0,0,1747,307,988,Last Touch
2024-03-18,12,March,Q1,2024,Twitter/X,Earned,Brand Awareness Q1,Conversion,Enterprise VP,1085997,952315,44183,4.07,1.98,87670.1,2427,36.12,1277,527,173,40,1020193.36,1063.7,11.64,5.5,5897.07,42.0,102,2676,0,0,0,4525,193,236,Data-Driven
2022-06-12,23,June,Q2,2022,Meta Ads,Paid,Nurture Series,Conversion,SMB Owner,134447,95047,4203,3.13,14.1,59249.64,369,160.57,192,69,19,7,23527.52,-60.3,0.4,8.78,1238.29,75.9,158,7247,0,0,0,3440,251,493,Linear
2023-01-09,2,January,Q1,2023,Email,Owned,Product Launch,Retention,SMB Owner,1764249,1568447,50944,2.89,4.34,221220.46,5612,39.42,1636,640,233,79,995786.83,350.1,4.5,11.02,4273.76,66.2,211,1307,43.0,5.8,10,97,70,388,First Touch
2024-09-29,39,September,Q3,2024,Trade Show,Earned,Lead Magnet,Retention,Developer,1386244,1217029,13971,1.01,3.31,46227.18,1104,41.87,331,165,42,9,804302.47,1639.9,17.4,7.91,19150.06,72.5,89,5917,0,0,0,2920,243,254,First Touch
2022-02-23,8,February,Q1,2022,Content,Owned,ABM Enterprise,Brand,IT Manager,1523659,1198828,8109,0.53,8.73,70816.09,254,278.8,107,28,8,3,92661.75,30.8,1.31,3.14,11582.72,48.0,253,1727,0,0,0,1066,313,487,Last Touch
2023-07-18,29,July,Q3,2023,Meta Ads,Paid,Lead Magnet,Brand,SMB Owner,2612716,1684713,114409,4.38,1.25,142923.59,13461,10.62,3553,1446,435,138,8680350.71,5973.4,60.73,11.77,19954.83,21.1,80,7734,0,0,0,1234,88,28,Data-Driven
2024-09-05,36,September,Q3,2024,Meta Ads,Paid,ABM Enterprise,Upsell,IT Manager,1314841,1093589,99642,7.58,2.26,224987.65,7401,30.4,3708,1052,162,24,1964424.15,773.1,8.73,7.43,12126.08,32.6,355,8455,0,0,0,3805,484,359,First Touch
2024-07-31,31,July,Q3,2024,Content,Owned,Partner Co-Mktg,Brand,SMB Owner,3737955,2560135,240040,6.42,0.93,222892.39,6819,32.69,1401,673,173,21,277733.98,24.6,1.25,2.84,1605.4,40.2,193,4582,0,0,0,997,484,226,First Touch
2022-04-07,14,April,Q2,2022,Trade Show,Earned,ABM Enterprise,Brand,SMB Owner,4306342,3021475,223479,5.19,6.64,1483086.02,18204,81.47,7395,3212,633,253,8744293.42,489.6,5.9,8.15,13814.05,38.2,64,4860,0,0,0,3585,90,922,Last Touch
2024-03-11,11,March,Q1,2024,Webinar,Earned,Product Launch,Brand,CFO,2444330,2048272,136360,5.58,2.36,321137.74,4033,79.63,1499,452,118,55,346256.79,7.8,1.08,2.96,2934.38,59.1,296,5307,0,0,0,376,349,977,Linear
2024-04-01,14,April,Q2,2024,LinkedIn,Earned,Nurture Series,Brand,IT Manager,890574,743837,36980,4.15,6.1,225502.48,3064,73.6,1751,667,106,49,1239446.23,449.6,5.5,8.29,11692.89,62.9,406,7358,0,0,0,2100,495,34,Time Decay
2024-05-09,19,May,Q2,2024,YouTube,Earned,Summer Sale,Brand,CTO,4285423,3079451,257910,6.02,13.04,3363376.16,22338,150.57,11936,3675,714,303,4126416.64,22.7,1.23,8.66,5779.3,46.2,174,224810,0,0,0,2373,486,93,Data-Driven
2024-07-05,27,July,Q3,2024,YouTube,Earned,Nurture Series,Upsell,CMO,1981970,1711717,106994,5.4,7.03,751658.66,8262,90.98,2700,908,105,15,2032463.79,170.4,2.7,7.72,19356.8,64.4,384,354307,0,0,0,4895,267,150,Linear
2023-05-21,20,May,Q2,2023,Trade Show,Earned,Demand Gen,Retention,CFO,4586060,3293587,27948,0.61,6.89,192442.66,1179,163.23,463,174,37,12,67758.39,-64.8,0.35,4.22,1831.31,79.1,162,822,0,0,0,1806,342,992,Last Touch
2024-08-19,34,August,Q3,2024,Email,Owned,Retargeting Wave,Brand,CTO,2872332,2199545,181599,6.32,2.21,401014.61,9091,44.11,5058,2514,997,235,3498308.16,772.4,8.72,5.01,3508.83,59.6,377,9617,14.6,4.3,180,2498,92,348,Time Decay
2024-02-19,8,February,Q1,2024,Google Ads,Paid,Partner Co-Mktg,Upsell,CTO,58941,47703,2860,4.85,11.87,33962.4,297,114.35,163,48,11,2,120835.03,255.8,3.56,10.39,10985.0,32.1,295,1198,0,0,0,2014,420,652,Time Decay
2023-11-24,47,November,Q4,2023,Twitter/X,Earned,Holiday Push,Retention,Developer,1586850,1411635,22812,1.44,7.98,181947.37,1316,138.26,756,211,77,30,942498.38,418.0,5.18,5.77,12240.24,68.1,456,720,0,0,0,203,255,278,Time Decay
2022-07-23,29,July,Q3,2022,SEO,Owned,Holiday Push,Conversion,CFO,2011022,1325449,47387,2.36,6.95,329554.12,5649,58.34,2901,1218,150,48,2612977.3,692.9,7.93,11.92,17419.85,24.9,410,3905,0,0,0,4126,466,719,Time Decay
2024-06-13,24,June,Q2,2024,LinkedIn,Earned,ABM Enterprise,Upsell,IT Manager,666516,485706,48649,7.3,13.43,653575.44,4274,152.92,2222,999,321,99,1756464.05,168.7,2.69,8.79,5471.85,37.4,572,8183,0,0,0,2519,34,280,Last Touch
2024-09-28,39,September,Q3,2024,Podcast,Earned,Retargeting Wave,Conversion,Enterprise VP,3033881,2340900,215946,7.12,9.6,2073648.72,8114,255.56,3978,1516,379,50,1468950.43,-29.2,0.71,3.76,3875.86,29.7,229,3584,0,0,0,4720,445,599,Data-Driven
2022-11-23,47,November,Q4,2022,Meta Ads,Paid,Brand Awareness Q1,Conversion,Enterprise VP,2635385,1797151,124493,4.72,0.85,105227.82,7558,13.92,3997,1053,411,125,5509633.4,5135.9,52.36,6.07,13405.43,75.4,379,6879,0,0,0,3714,472,814,Time Decay
2022-05-26,21,May,Q2,2022,Content,Owned,Retargeting Wave,Upsell,CTO,2231686,1936172,29647,1.33,14.28,423475.3,2415,175.35,849,171,33,8,369174.21,-12.8,0.87,8.15,11187.1,69.1,337,6071,0,0,0,3605,334,410,Time Decay
2024-07-10,28,July,Q3,2024,Webinar,Earned,Product Launch,Brand,SMB Owner,3125276,2504484,206992,6.62,10.93,2263221.94,10833,208.92,5898,2030,442,208,5066074.11,123.8,2.24,5.23,11461.71,71.0,163,9602,0,0,0,3569,159,337,Linear
2023-01-14,2,January,Q1,2023,Meta Ads,Paid,Product Launch,Retention,CFO,4119902,2841603,132997,3.23,4.67,620964.7,10447,59.44,4259,1527,424,89,4356576.81,601.6,7.02,7.86,10274.95,30.0,461,1261,0,0,0,4538,185,708,First Touch
2024-04-28,17,April,Q2,2024,YouTube,Earned,Brand Awareness Q1,Retention,Developer,1428470,1062332,70878,4.96,8.28,586518.39,6818,86.02,1996,714,239,53,1404070.2,139.4,2.39,9.62,5874.77,71.7,462,105994,0,0,0,4785,19,251,Last Touch
2022-06-29,26,June,Q2,2022,SEO,Owned,Summer Sale,Brand,CTO,2074426,1743122,19023,0.92,1.79,34050.21,1647,20.67,988,440,75,22,1237916.15,3535.6,36.36,8.66,16505.55,60.1,430,5794,0,0,0,2061,256,544,Linear
2023-12-04,49,December,Q4,2023,Podcast,Earned,Partner Co-Mktg,Upsell,IT Manager,4179807,3682078,121146,2.9,2.43,294957.94,5070,58.18,1325,421,85,20,500765.78,69.8,1.7,4.19,5891.36,62.5,555,3459,0,0,0,2599,37,959,Time Decay
2023-02-14,7,February,Q1,2023,Twitter/X,Earned,Partner Co-Mktg,Lead Gen,Enterprise VP,4209322,3771983,165092,3.92,13.92,2297867.66,13577,169.25,4497,2206,852,360,15608992.55,579.3,6.79,8.22,18320.41,52.6,383,8801,0,0,0,3582,340,256,First Touch
2024-08-08,32,August,Q3,2024,Twitter/X,Earned,Summer Sale,Retention,CMO,4479548,3042155,332636,7.43,5.24,1743611.71,28299,61.61,15892,6479,1814,489,27435764.74,1473.5,15.74,8.51,15124.46,56.2,501,6896,0,0,0,1377,303,200,Time Decay
2023-08-05,31,August,Q3,2023,LinkedIn,Earned,Lead Magnet,Brand,CTO,3621642,3055926,160767,4.44,5.75,923987.42,3675,251.43,2155,726,167,16,1922085.41,108.0,2.08,2.29,11509.49,59.3,526,1262,0,0,0,4970,388,59,Data-Driven
2023-10-03,40,October,Q4,2023,Influencer,Paid,ABM Enterprise,Brand,SMB Owner,1068088,654139,72364,6.78,3.22,233312.7,8326,28.02,3177,731,101,21,1578527.82,576.6,6.77,11.51,15628.99,41.1,411,2810,0,0,0,2496,417,740,Linear
2024-05-04,18,May,Q2,2024,Influencer,Paid,ABM Enterprise,Brand,SMB Owner,1535043,992708,25002,1.63,1.86,46524.52,1175,39.6,426,165,28,4,129827.12,179.1,2.79,4.7,4636.68,27.9,151,5292,0,0,0,1970,344,551,First Touch
2023-07-21,29,July,Q3,2023,Google Ads,Paid,Nurture Series,Lead Gen,CTO,1972470,1267002,17799,0.9,7.67,136526.91,791,172.6,428,182,63,13,112022.97,-17.9,0.82,4.45,1778.14,37.9,374,807,0,0,0,3996,143,377,First Touch
2023-03-11,10,March,Q1,2023,Influencer,Paid,Product Launch,Conversion,CFO,2070904,1244971,156611,7.56,7.97,1248914.0,16294,76.65,7427,3450,974,458,9330722.38,647.1,7.47,10.4,9579.8,32.1,44,197,0,0,0,3834,247,98,Data-Driven
2022-12-23,51,December,Q4,2022,Email,Owned,Partner Co-Mktg,Conversion,CFO,2757038,1867001,159068,5.77,4.0,636610.7,17839,35.69,8965,3108,897,232,4307329.47,576.6,6.77,11.21,4801.93,46.3,474,5848,29.0,4.2,82,2539,285,948,First Touch
2023-08-14,33,August,Q3,2023,Trade Show,Earned,Lead Magnet,Lead Gen,SMB Owner,817413,555740,15105,1.85,6.15,92891.09,862,107.76,289,117,32,9,514349.58,453.7,5.54,5.71,16073.42,23.1,162,1130,0,0,0,2832,30,956,First Touch
2023-03-02,9,March,Q1,2023,SEO,Owned,ABM Enterprise,Upsell,CMO,1868165,1620617,98534,5.27,8.76,862784.72,5718,150.89,2224,1015,265,112,3300353.66,282.5,3.83,5.8,12454.16,48.4,240,9256,0,0,0,572,425,134,Data-Driven
2022-03-30,13,March,Q1,2022,Email,Owned,ABM Enterprise,Conversion,IT Manager,3775221,3021638,279071,7.39,10.49,2926201.92,6156,475.34,3660,1112,192,25,2704884.83,-7.6,0.92,2.21,14087.94,37.3,205,1380,41.6,2.3,172,1531,90,34,Time Decay
2023-10-29,43,October,Q4,2023,YouTube,Earned,Nurture Series,Lead Gen,Developer,746265,483662,6298,0.84,10.9,68639.07,640,107.25,176,48,7,2,39951.73,-41.8,0.58,10.18,5707.39,68.5,448,308406,0,0,0,761,129,150,Last Touch
2022-01-16,2,January,Q1,2022,Twitter/X,Earned,Holiday Push,Upsell,CTO,473902,404785,18839,3.98,2.68,50461.55,2094,24.1,1220,389,97,29,652153.53,1192.4,12.92,11.12,6723.23,73.0,476,8935,0,0,0,2618,342,493,First Touch
2022-04-26,17,April,Q2,2022,YouTube,Earned,Retargeting Wave,Lead Gen,CFO,1832227,1382128,35044,1.91,11.38,398935.39,1190,335.24,244,91,33,14,444814.56,11.5,1.12,3.4,13479.23,58.7,507,488545,0,0,0,3653,452,338,Linear
2024-04-04,14,April,Q2,2024,Content,Owned,Partner Co-Mktg,Lead Gen,CMO,4627559,3031713,166541,3.6,7.45,1241029.54,11791,105.25,3815,1292,139,29,853633.87,-31.2,0.69,7.08,6141.25,42.7,443,8656,0,0,0,2335,480,842,First Touch
2023-11-16,46,November,Q4,2023,SEO,Owned,Demand Gen,Conversion,CTO,3447195,2882828,207223,6.01,5.33,1103878.02,12683,87.04,5048,1484,588,257,1073516.4,-2.8,0.97,6.12,1825.71,50.0,415,5881,0,0,0,4639,184,935,Data-Driven
2024-04-16,16,April,Q2,2024,Content,Owned,ABM Enterprise,Lead Gen,CMO,3455773,2663746,20546,0.59,11.89,244328.83,1653,147.81,839,401,124,32,1144546.62,368.4,4.68,8.05,9230.21,36.3,282,2288,0,0,0,723,4,577,Last Touch
2023-01-12,2,January,Q1,2023,LinkedIn,Earned,Product Launch,Lead Gen,IT Manager,2736254,1967228,32680,1.19,4.35,142180.74,1596,89.09,905,353,124,14,540667.55,280.3,3.8,4.88,4360.22,24.2,167,7039,0,0,0,2514,109,58,Last Touch
2024-08-24,34,August,Q3,2024,Google Ads,Paid,ABM Enterprise,Lead Gen,CFO,4573825,3968925,49447,1.08,11.96,591192.81,1338,441.85,583,141,14,5,219711.56,-62.8,0.37,2.71,15693.68,56.4,190,9950,0,0,0,3025,16,89,Linear
2024-03-18,12,March,Q1,2024,LinkedIn,Earned,Demand Gen,Retention,SMB Owner,4673386,4113278,114603,2.45,7.18,823141.4,6598,124.76,3025,1141,226,82,2772436.56,236.8,3.37,5.76,12267.42,59.4,530,6600,0,0,0,3751,351,638,First Touch
2022-04-14,15,April,Q2,2022,Trade Show,Earned,Brand Awareness Q1,Upsell,Enterprise VP,4243789,2940050,70816,1.67,4.9,346998.4,4065,85.36,1450,554,169,51,816038.46,135.2,2.35,5.74,4828.63,50.3,384,268,0,0,0,4336,167,343,Data-Driven
2023-01-06,1,January,Q1,2023,Content,Owned,Product Launch,Conversion,IT Manager,3584392,2940357,62323,1.74,7.41,461969.24,1887,244.82,664,282,40,6,649611.35,40.6,1.41,3.03,16240.28,34.7,331,6764,0,0,0,4426,419,734,Data-Driven
2022-12-06,49,December,Q4,2022,Trade Show,Earned,Partner Co-Mktg,Retention,IT Manager,461133,291254,27471,5.96,4.42,121476.43,809,150.16,414,167,29,6,156669.84,29.0,1.29,2.95,5402.41,76.2,325,9822,0,0,0,3164,44,559,First Touch
2024-02-15,7,February,Q1,2024,Podcast,Earned,Lead Magnet,Lead Gen,CFO,3321677,2961471,58662,1.77,12.3,721510.62,3078,234.41,1525,542,139,47,1345807.54,86.5,1.87,5.25,9682.07,79.1,39,4027,0,0,0,2950,42,532,Time Decay
2023-10-26,43,October,Q4,2023,Webinar,Earned,Summer Sale,Upsell,CMO,728104,555788,16175,2.22,4.85,78377.38,245,319.91,104,37,11,1,55979.43,-28.6,0.71,1.52,5089.04,54.8,215,4388,0,0,0,3841,215,599,First Touch
2022-10-04,40,October,Q4,2022,Twitter/X,Earned,Product Launch,Lead Gen,Developer,1708006,1039049,71816,4.2,7.66,550154.01,8376,65.68,2505,1229,326,82,177993.01,-67.6,0.32,11.66,545.99,25.7,395,2955,0,0,0,254,3,642,Last Touch
2023-05-08,19,May,Q2,2023,YouTube,Earned,Summer Sale,Conversion,Developer,834879,502147,26954,3.23,3.64,97994.28,3021,32.44,897,401,116,37,1609128.69,1542.1,16.42,11.21,13871.8,24.8,516,23855,0,0,0,1503,125,125,Data-Driven
2024-05-23,21,May,Q2,2024,Trade Show,Earned,Holiday Push,Retention,Enterprise VP,1572167,1094322,11983,0.76,2.13,25520.86,940,27.15,415,194,74,34,177956.86,597.3,6.97,7.85,2404.82,61.8,34,127,0,0,0,46,353,107,Data-Driven
2022-06-12,23,June,Q2,2022,Trade Show,Earned,Retargeting Wave,Conversion,CMO,3156946,2636830,221495,7.02,12.72,2817855.13,23742,118.69,12543,3163,595,180,3881598.47,37.8,1.38,10.72,6523.69,66.7,136,6106,0,0,0,595,160,291,Time Decay
2023-09-16,37,September,Q3,2023,Webinar,Earned,Demand Gen,Lead Gen,CTO,967945,825782,13084,1.35,14.66,191776.72,215,891.98,104,38,3,0,29734.01,-84.5,0.16,1.64,9911.34,57.4,552,158,0,0,0,4467,477,744,Last Touch
2023-08-03,31,August,Q3,2023,Twitter/X,Earned,Lead Magnet,Lead Gen,CMO,4764903,3238178,253080,5.31,3.09,782386.08,8234,95.02,2019,807,83,10,647883.8,-17.2,0.83,3.25,7805.83,34.0,378,3062,0,0,0,3693,196,164,Linear
2022-10-30,43,October,Q4,2022,Twitter/X,Earned,Retargeting Wave,Lead Gen,IT Manager,361131,270209,25750,7.13,1.78,45828.27,573,79.98,214,79,25,2,93241.85,103.5,2.03,2.23,3729.67,65.0,105,6568,0,0,0,3653,258,113,First Touch
2024-06-05,23,June,Q2,2024,Trade Show,Earned,Nurture Series,Lead Gen,IT Manager,4505830,3301543,161568,3.59,2.47,398691.85,12240,32.57,3326,760,119,49,980685.02,146.0,2.46,7.58,8241.05,30.2,61,9394,0,0,0,2448,42,494,Linear
2023-03-04,9,March,Q1,2023,Twitter/X,Earned,ABM Enterprise,Brand,IT Manager,195246,136028,5119,2.62,10.27,52565.89,254,206.95,70,26,4,0,7792.27,-85.2,0.15,4.97,1948.07,51.7,533,5241,0,0,0,1341,280,298,Time Decay
2024-09-29,39,September,Q3,2024,Trade Show,Earned,Retargeting Wave,Brand,Enterprise VP,523482,384681,11752,2.25,7.7,90494.08,441,205.2,167,58,18,3,205255.52,126.8,2.27,3.76,11403.08,37.6,61,5566,0,0,0,4177,118,329,Linear
2022-01-16,2,January,Q1,2022,Meta Ads,Paid,Product Launch,Upsell,CTO,4174757,2652396,303537,7.27,6.91,2096547.22,18212,115.12,7976,2654,1005,377,3198045.31,52.5,1.53,6.0,3182.13,74.5,153,178,0,0,0,2957,55,92,Last Touch
2022-05-10,19,May,Q2,2022,Email,Owned,Brand Awareness Q1,Lead Gen,CFO,2145286,1313853,15181,0.71,13.48,204688.03,1570,130.37,649,144,41,9,52112.43,-74.5,0.25,10.35,1271.03,24.0,500,4475,44.2,7.6,19,726,235,50,Time Decay
2023-07-11,28,July,Q3,2023,Podcast,Earned,Summer Sale,Lead Gen,Developer,2950801,2472624,222599,7.54,12.94,2880031.77,16103,178.85,9097,3337,1286,555,16460450.17,471.5,5.72,7.23,12799.73,46.9,45,5044,0,0,0,2439,278,701,First Touch
2023-05-20,20,May,Q2,2023,Podcast,Earned,Partner Co-Mktg,Retention,Developer,4373273,3536057,61380,1.4,1.41,86262.95,1453,59.37,869,421,76,21,1384820.33,1505.3,16.05,2.37,18221.32,45.0,92,9575,0,0,0,2771,66,274,Data-Driven
2024-03-28,13,March,Q1,2024,Influencer,Paid,Holiday Push,Retention,Developer,244164,204990,2986,1.22,1.07,3182.04,80,39.78,19,6,1,0,18673.73,486.8,5.87,2.69,18673.73,29.2,230,9095,0,0,0,34,128,720,Linear
2023-04-17,16,April,Q2,2023,SEO,Owned,ABM Enterprise,Upsell,Enterprise VP,3793625,3061137,162595,4.29,2.85,463616.94,9861,47.02,2508,1150,366,114,606357.59,30.8,1.31,6.06,1656.71,51.4,588,7770,0,0,0,1931,184,725,Data-Driven
2024-10-18,42,October,Q4,2024,LinkedIn,Earned,Brand Awareness Q1,Lead Gen,Enterprise VP,3847844,3348942,295509,7.68,9.48,2801805.87,31443,89.11,8680,3372,680,76,6606646.52,135.8,2.36,10.64,9715.66,68.9,268,9426,0,0,0,4120,205,681,Time Decay
2023-02-05,5,February,Q1,2023,Influencer,Paid,ABM Enterprise,Retention,Developer,4434451,3561354,124719,2.81,6.07,757019.55,8569,88.34,2627,1059,184,28,2091365.48,176.3,2.76,6.87,11366.12,34.4,99,9061,0,0,0,4529,213,677,Time Decay
